freq	Eq_Tx
4.00000000000000000E9	8.29924395255744862E-3
4.01503759398496296E9	8.34358695347228796E-3
4.03007518796992503E9	8.38830365232617048E-3
4.04511278195488622E9	8.43352141473020289E-3
4.06015037593985006E9	8.47936679103862012E-3
4.07518796992481214E9	8.52596549691796035E-3
4.09022556390977599E9	8.57344242547538826E-3
4.10526315789473806E9	8.62192168878227250E-3
4.12030075187969924E9	8.67152668668393645E-3
4.13533834586466220E9	8.72238020088233057E-3
4.15037593984962516E9	8.77460451237572769E-3
4.16541353383458635E9	8.82832154048072226E-3
4.18045112781955019E9	8.88365300178992179E-3
4.19548872180451315E9	8.94072058758422727E-3
4.21052631578947434E9	8.99964615836627679E-3
4.22556390977443730E9	9.06055195435090965E-3
4.24060150375940026E9	9.12356082091275766E-3
4.25563909774436233E9	9.18879644815014274E-3
4.27067669172932352E9	9.25638362389518221E-3
4.28571428571428648E9	9.32644849965257450E-3
4.30075187969925032E9	9.39911886911600902E-3
4.31578947368421151E9	9.47452445905552310E-3
4.33082706766917358E9	9.55279723252518131E-3
4.34586466165413743E9	9.63407170448496508E-3
4.36090225563909861E9	9.71848527007397678E-3
4.37593984962406246E9	9.80617854590921745E-3
4.39097744360902453E9	9.89729572492369769E-3
4.40601503759398661E9	9.99198494539255755E-3
4.42105263157894957E9	1.00903986749280650E-2
4.43609022556391164E9	1.01926941103573387E-2
4.45112781954887282E9	1.02990335945317835E-2
4.46616541353383667E9	1.04095850512486021E-2
4.48120300751879874E9	1.05245224396094073E-2
4.49624060150376170E9	1.06440262292689436E-2
4.51127819548872289E9	1.07682838981834683E-2
4.52631578947368673E9	1.08974904546133433E-2
4.54135338345864881E9	1.10318489852882995E-2
4.55639097744361088E9	1.11715712318140947E-2
4.57142857142857473E9	1.13168781975717248E-2
4.58646616541353591E9	1.14680007875389078E-2
4.60150375939849887E9	1.16251804836696770E-2
4.61654135338346094E9	1.17886700586717286E-2
4.63157894736842302E9	1.19587343312404482E-2
4.64661654135338598E9	1.21356509660639778E-2
4.66165413533834894E9	1.23197113221609333E-2
4.67669172932331101E9	1.25112213533980432E-2
4.69172932330827308E9	1.27105025653356996E-2
4.70676691729323515E9	1.29178930328782116E-2
4.72180451127819900E9	1.31337484835587448E-2
4.73684210526316107E9	1.33584434516724171E-2
4.75187969924812315E9	1.35923725088853975E-2
4.76691729323308522E9	1.38359515774012753E-2
4.78195488721804729E9	1.40896193322539998E-2
4.79699248120301025E9	1.43538386998216927E-2
4.81203007518797321E9	1.46290984602420759E-2
4.82706766917293528E9	1.49159149620221010E-2
4.84210526315789913E9	1.52148339578199709E-2
4.85714285714286031E9	1.55264325711080198E-2
4.87218045112782239E9	1.58513214042249739E-2
4.88721804511278446E9	1.61901467991831094E-2
4.90225563909774742E9	1.65435932635376837E-2
4.91729323308270949E9	1.69123860746370647E-2
4.93233082706767245E9	1.72972940766622085E-2
4.94736842105263541E9	1.76991326860568332E-2
4.96240601503759837E9	1.81187671222217817E-2
4.97744360902255956E9	1.85571158817316428E-2
4.99248120300752252E9	1.90151544758145397E-2
5.00751879699248548E9	1.94939194524331239E-2
5.02255639097744844E9	1.99945127260242383E-2
5.03759398496241051E9	2.05181062397840641E-2
5.05263157894737169E9	2.10659469873524685E-2
5.06766917293233465E9	2.16393624228323844E-2
5.08270676691729761E9	2.22397662902968740E-2
5.09774436090225969E9	2.28686649062676572E-2
5.11278195488722176E9	2.35276639311093749E-2
5.12781954887218472E9	2.42184756678411173E-2
5.14285714285714679E9	2.49429269295031109E-2
5.15789473684210797E9	2.57029675189591122E-2
5.17293233082707271E9	2.65006793677216379E-2
5.18796992481203478E9	2.73382863831537559E-2
5.20300751879699597E9	2.82181650560326158E-2
5.21804511278195982E9	2.91428558829796414E-2
5.23308270676692100E9	3.01150756605015824E-2
5.24812030075188574E9	3.11377307092629252E-2
5.26315789473684781E9	3.22139310885212549E-2
5.27819548872181077E9	3.33470058612239306E-2
5.29323308270677195E9	3.45405194698268403E-2
5.30827067669173402E9	3.57982892811030196E-2
5.32330827067669698E9	3.71244043547019675E-2
5.33834586466165906E9	3.85232454845010253E-2
5.35338345864662202E9	3.99995065532086080E-2
5.36842105263158498E9	4.15582172285974849E-2
5.38345864661654794E9	4.32047670131511463E-2
5.39849624060150823E9	4.49449306368313373E-2
5.41353383458647208E9	4.67848947537159709E-2
5.42857142857143327E9	4.87312858659306603E-2
5.44360902255639623E9	5.07911993506636517E-2
5.45864661654136007E9	5.29722294059939536E-2
5.47368421052632215E9	5.52824996560617521E-2
5.48872180451128422E9	5.77306940628571486E-2
5.50375939849624629E9	6.03260876770090437E-2
5.51879699248120925E9	6.30785766194846786E-2
5.53383458646617132E9	6.59987065155265196E-2
5.54887218045113428E9	6.90976983965464253E-2
5.56390977443609636E9	7.23874708397705469E-2
5.57894736842105932E9	7.58806568235154622E-2
5.59398496240602050E9	7.95906134328479542E-2
5.60902255639098435E9	8.35314221508280319E-2
5.62406015037594642E9	8.77178770109254380E-2
5.63909774436090849E9	9.21654573646567421E-2
5.65413533834587057E9	9.68902814365290155E-2
5.66917293233083353E9	1.01909036202592485E-1
5.68421052631579560E9	1.07238878452778064E-1
5.69924812030075856E9	1.12897301204531320E-1
5.71428571428572063E9	1.18901958962684473E-1
5.72932330827068359E9	1.25270444722464203E-1
5.74436090225564566E9	1.32020011164314877E-1
5.75939849624060862E9	1.39167228293036249E-1
5.77443609022556981E9	1.46727569960466875E-1
5.78947368421053188E9	1.54714922444831005E-1
5.80451127819549484E9	1.63141009735109033E-1
5.81954887218045780E9	1.72014732606206433E-1
5.83458646616542165E9	1.81341422202240166E-1
5.84962406015038372E9	1.91122013891687637E-1
5.86466165413534490E9	2.01352153791454214E-1
5.87969924812030786E9	2.12021258648417721E-1
5.89473684210527171E9	2.23111559621506927E-1
5.90977443609023290E9	2.34597171585216868E-1
5.92481203007519497E9	2.46443241215347486E-1
5.93984962406015704E9	2.58605238273690752E-1
5.95488721804512000E9	2.71028463728066349E-1
