freq	Eq_Tx
4.00000000000000000E9	1.22075249177587897E-3
4.01503759398496296E9	1.24341909578175303E-3
4.03007518796992503E9	1.26697152028369420E-3
4.04511278195488622E9	1.29144566955518436E-3
4.06015037593985006E9	1.31687938143273220E-3
4.07518796992481214E9	1.34331253923059535E-3
4.09022556390977599E9	1.37078719133366422E-3
4.10526315789473806E9	1.39934767903773416E-3
4.12030075187969924E9	1.42904077325328549E-3
4.13533834586466220E9	1.45991582074222803E-3
4.15037593984962516E9	1.49202490061155046E-3
4.16541353383458635E9	1.52542299185156627E-3
4.18045112781955019E9	1.56016815277152832E-3
4.19548872180451315E9	1.59632171326129169E-3
4.21052631578947434E9	1.63394848088618394E-3
4.22556390977443730E9	1.67311696191146453E-3
4.24060150375940026E9	1.71389959844914275E-3
4.25563909774436233E9	1.75637302302446319E-3
4.27067669172932352E9	1.80061833197659382E-3
4.28571428571428648E9	1.84672137923362012E-3
4.30075187969925032E9	1.89477309214304146E-3
4.31578947368421151E9	1.94486981119035018E-3
4.33082706766917358E9	1.99711365560784060E-3
4.34586466165413743E9	2.05161291706065807E-3
4.36090225563909861E9	2.10848248380100589E-3
4.37593984962406246E9	2.16784429790559630E-3
4.39097744360902453E9	2.22982784845927018E-3
4.40601503759398661E9	2.29457070382091333E-3
4.42105263157894957E9	2.36221908640864875E-3
4.43609022556391164E9	2.43292849377430054E-3
4.45112781954887282E9	2.50686437010498953E-3
4.46616541353383667E9	2.58420283269650231E-3
4.48120300751879874E9	2.66513145839460996E-3
4.49624060150376170E9	2.74985013549735857E-3
4.51127819548872289E9	2.83857198716663728E-3
4.52631578947368673E9	2.93152437301038571E-3
4.54135338345864881E9	3.02894997617694628E-3
4.55639097744361088E9	3.13110798406163937E-3
4.57142857142857473E9	3.23827537156672829E-3
4.58646616541353591E9	3.35074829679082375E-3
4.60150375939849887E9	3.46884362006903846E-3
4.61654135338346094E9	3.59290055844545986E-3
4.63157894736842302E9	3.72328248895339931E-3
4.64661654135338598E9	3.86037891552865009E-3
4.66165413533834894E9	4.00460761599201209E-3
4.67669172932331101E9	4.15641698734311049E-3
4.69172932330827308E9	4.31628860962487959E-3
4.70676691729323515E9	4.48474005087691641E-3
4.72180451127819900E9	4.66232793822459879E-3
4.73684210526316107E9	4.84965132298523294E-3
4.75187969924812315E9	5.04735537085034380E-3
4.76691729323308522E9	5.25613541177031784E-3
4.78195488721804729E9	5.47674138817227529E-3
4.79699248120301025E9	5.70998274463841859E-3
4.81203007518797321E9	5.95673380723275248E-3
4.82706766917293528E9	6.21793970634687465E-3
4.84210526315789913E9	6.49462290333608028E-3
4.85714285714286031E9	6.78789038841805059E-3
4.87218045112782239E9	7.09894162541483542E-3
4.88721804511278446E9	7.42907732804865084E-3
4.90225563909774742E9	7.77970916278953784E-3
4.91729323308270949E9	8.15237048483762372E-3
4.93233082706767245E9	8.54872822686947131E-3
4.94736842105263541E9	8.97059607487579669E-3
4.96240601503759837E9	9.41994908195491831E-3
4.97744360902255956E9	9.89893988953687121E-3
4.99248120300752252E9	1.04099167464271591E-2
5.00751879699248548E9	1.09554435395442429E-2
5.02255639097744844E9	1.15383220765579564E-2
5.03759398496241051E9	1.21616168901010480E-2
5.05263157894737169E9	1.28286828661301455E-2
5.06766917293233465E9	1.35431960356371284E-2
5.08270676691729761E9	1.43091879095346819E-2
5.09774436090225969E9	1.51310837813840915E-2
5.11278195488722176E9	1.60137454718530359E-2
5.12781954887218472E9	1.69625190424018912E-2
5.14285714285714679E9	1.79832880635314463E-2
5.15789473684210797E9	1.90825330845623276E-2
5.17293233082707271E9	2.02673980164422884E-2
5.18796992481203478E9	2.15457642051525688E-2
5.20300751879699597E9	2.29263330386099096E-2
5.21804511278195982E9	2.44187179912758312E-2
5.23308270676692100E9	2.60335470631480081E-2
5.24812030075188574E9	2.77825766065962476E-2
5.26315789473684781E9	2.96788175460579229E-2
5.27819548872181077E9	3.17366749687487193E-2
5.29323308270677195E9	3.39721019813469249E-2
5.30827067669173402E9	3.64027685637989151E-2
5.32330827067669698E9	3.90482458746818528E-2
5.33834586466165906E9	4.19302060301099822E-2
5.35338345864662202E9	4.50726367339342371E-2
5.36842105263158498E9	4.85020692084410587E-2
5.38345864661654794E9	5.22478165690496610E-2
5.39849624060150823E9	5.63422179869034423E-2
5.41353383458647208E9	6.08208815453071683E-2
5.42857142857143327E9	6.57229154456528519E-2
5.44360902255639623E9	7.10911329525096303E-2
