optIter	freq	Eq_Tx
1177	4.00000000000000000E9	4.41429270281052499E-2
1177	4.00300000000000011E9	4.43111573675090664E-2
1177	4.00600000000000023E9	4.44801616025407487E-2
1177	4.00899999999999945E9	4.46499446891606944E-2
1177	4.01199999999999957E9	4.48205116201754095E-2
1177	4.01499999999999968E9	4.49918674255199669E-2
1177	4.01799999999999979E9	4.51640171725560080E-2
1177	4.02099999999999991E9	4.53369659663606761E-2
1177	4.02399999999999913E9	4.55107189500195464E-2
1177	4.02699999999999925E9	4.56852813049325235E-2
1177	4.02999999999999936E9	4.58606582511062477E-2
1177	4.03299999999999947E9	4.60368550474630744E-2
1177	4.03599999999999959E9	4.62138769921433568E-2
1177	4.03899999999999970E9	4.63917294228155264E-2
1177	4.04199999999999982E9	4.65704177169884481E-2
1177	4.04499999999999993E9	4.67499472923206572E-2
1177	4.04800000000000004E9	4.69303236069413643E-2
1177	4.05100000000000016E9	4.71115521597660081E-2
1177	4.05400000000000027E9	4.72936384908227669E-2
1177	4.05700000000000038E9	4.74765881815709800E-2
1177	4.06000000000000050E9	4.76604068552324023E-2
1177	4.06300000000000061E9	4.78451001771216866E-2
1177	4.06600000000000072E9	4.80306738549750367E-2
1177	4.06899999999999995E9	4.82171336392904859E-2
1177	4.07200000000000006E9	4.84044853236651207E-2
1177	4.07500000000000018E9	4.85927347451352087E-2
1177	4.07800000000000029E9	4.87818877845205545E-2
1177	4.08100000000000041E9	4.89719503667754363E-2
1177	4.08399999999999963E9	4.91629284613328643E-2
1177	4.08699999999999974E9	4.93548280824624186E-2
1177	4.08999999999999986E9	4.95476552896242239E-2
1177	4.09299999999999997E9	4.97414161878308025E-2
1177	4.09600000000000009E9	4.99361169280048500E-2
1177	4.09899999999999931E9	5.01317637073475009E-2
1177	4.10199999999999942E9	5.03283627697077485E-2
1177	4.10499999999999954E9	5.05259204059508171E-2
1177	4.10799999999999965E9	5.07244429543340836E-2
1177	4.11099999999999977E9	5.09239368008881854E-2
1177	4.11399999999999988E9	5.11244083797925697E-2
