freq	Eq_Tx
2.00000000000000000E9	8.28334754402957429E-3
2.00300000000000011E9	8.31546989537148384E-3
2.00599999999999978E9	8.34765861050233049E-3
2.00899999999999990E9	8.37991407553349532E-3
2.01199999999999957E9	8.41223668177505424E-3
2.01499999999999968E9	8.44462682576057588E-3
2.01799999999999979E9	8.47708490924762081E-3
2.02099999999999991E9	8.50961133924425894E-3
2.02400000000000002E9	8.54220652800582414E-3
2.02700000000000014E9	8.57487089306002837E-3
2.03000000000000025E9	8.60760485721196389E-3
2.03300000000000036E9	8.64040884856107461E-3
2.03600000000000003E9	8.67328330051144647E-3
2.03900000000000015E9	8.70622865178664185E-3
2.04199999999999982E9	8.73924534644319806E-3
2.04499999999999993E9	8.77233383387983068E-3
2.04800000000000004E9	8.80549456885819559E-3
2.05099999999999971E9	8.83872801150763721E-3
2.05399999999999983E9	8.87203462734692572E-3
2.05699999999999994E9	8.90541488729342490E-3
2.06000000000000005E9	8.93886926767857481E-3
2.06300000000000017E9	8.97239825026391813E-3
2.06599999999999984E9	9.00600232224939390E-3
2.06899999999999995E9	9.03968197629822257E-3
2.07200000000000006E9	9.07343771054051551E-3
2.07500000000000018E9	9.10727002859704982E-3
2.07800000000000029E9	9.14117943958935442E-3
2.08099999999999996E9	9.17516645815696741E-3
2.08400000000000007E9	9.20923160447470401E-3
2.08699999999999974E9	9.24337540426357585E-3
2.08999999999999986E9	9.27759838881206278E-3
2.09299999999999997E9	9.31190109498940366E-3
2.09600000000000009E9	9.34628406526363875E-3
2.09900000000000020E9	9.38074784771765735E-3
2.10199999999999987E9	9.41529299606404813E-3
2.10499999999999998E9	9.44992006966888276E-3
2.10800000000000010E9	9.48462963356100275E-3
2.11099999999999977E9	9.51942225845526480E-3
2.11399999999999988E9	9.55429852076819586E-3
2.11699999999999999E9	9.58925900263797892E-3
2.12000000000000011E9	9.62430429194160908E-3
2.12300000000000022E9	9.65943498231279207E-3
2.12599999999999989E9	9.69465167316503340E-3
2.12900000000000000E9	9.72995496970563423E-3
2.13200000000000012E9	9.76534548296004346E-3
2.13500000000000023E9	9.80082382978971545E-3
2.13800000000000034E9	9.83639063291054505E-3
2.14100000000000001E9	9.87204652091941881E-3
2.14400000000000013E9	9.90779212830799061E-3
2.14699999999999980E9	9.94362809548824345E-3
2.14999999999999991E9	9.97955506881348420E-3
2.15300000000000002E9	1.00155737005999601E-2
2.15599999999999969E9	1.00516846491477452E-2
2.15899999999999981E9	1.00878885787653871E-2
2.16199999999999992E9	1.01241861597909910E-2
2.16500000000000004E9	1.01605780686183778E-2
2.16800000000000015E9	1.01970649877167130E-2
2.17100000000000026E9	1.02336476056577053E-2
2.17400000000000038E9	1.02703266171374596E-2
2.17700000000000005E9	1.03071027230040313E-2
2.18000000000000016E9	1.03439766302800340E-2
2.18300000000000027E9	1.03809490521888570E-2
2.18599999999999994E9	1.04180207081815901E-2
2.18900000000000006E9	1.04551923239619593E-2
2.19199999999999973E9	1.04924646315129166E-2
2.19499999999999984E9	1.05298383691248931E-2
2.19799999999999995E9	1.05673142814220888E-2
2.20099999999999962E9	1.06048931193912677E-2
2.20399999999999974E9	1.06425756404081429E-2
2.20699999999999985E9	1.06803626082706571E-2
2.20999999999999996E9	1.07182547932212713E-2
2.21300000000000008E9	1.07562529719822786E-2
2.21600000000000019E9	1.07943579277836665E-2
2.21900000000000031E9	1.08325704503932263E-2
