freq	Eq_Tx
2.00000000000000000E9	1.05045050802236717E-2
2.00300000000000011E9	1.05544802007392535E-2
2.00599999999999978E9	1.06045849621248522E-2
2.00899999999999990E9	1.06548196275117224E-2
2.01199999999999957E9	1.07051844682342612E-2
2.01499999999999968E9	1.07556797639331680E-2
2.01799999999999979E9	1.08063058026278136E-2
2.02099999999999991E9	1.08570628808211689E-2
2.02400000000000002E9	1.09079513035664011E-2
2.02700000000000014E9	1.09589713845692938E-2
2.03000000000000025E9	1.10101234462645992E-2
2.03300000000000036E9	1.10614078199072075E-2
2.03600000000000003E9	1.11128248456543299E-2
2.03900000000000015E9	1.11643748726532177E-2
2.04199999999999982E9	1.12160582591264690E-2
2.04499999999999993E9	1.12678753724517655E-2
2.04800000000000004E9	1.13198265892554417E-2
2.05099999999999971E9	1.13719122954858354E-2
2.05399999999999983E9	1.14241328865071345E-2
2.05699999999999994E9	1.14764887671770710E-2
2.06000000000000005E9	1.15289803519324208E-2
2.06300000000000017E9	1.15816080648743203E-2
2.06599999999999984E9	1.16343723398434440E-2
2.06899999999999995E9	1.16872736205158390E-2
2.07200000000000006E9	1.17403123604711968E-2
2.07500000000000018E9	1.17934890232861878E-2
2.07800000000000029E9	1.18468040826101606E-2
2.08099999999999996E9	1.19002580222491372E-2
2.08400000000000007E9	1.19538513362495413E-2
2.08699999999999974E9	1.20075845289733429E-2
2.08999999999999986E9	1.20614581151857925E-2
2.09299999999999997E9	1.21154726201325924E-2
2.09600000000000009E9	1.21696285796226000E-2
2.09900000000000020E9	1.22239265401074393E-2
2.10199999999999987E9	1.22783670587590876E-2
2.10499999999999998E9	1.23329507035585340E-2
2.10800000000000010E9	1.23876780533650765E-2
2.11099999999999977E9	1.24425496980034245E-2
2.11399999999999988E9	1.24975662383401054E-2
2.11699999999999999E9	1.25527282863652934E-2
2.12000000000000011E9	1.26080364652703469E-2
2.12300000000000022E9	1.26634914095256845E-2
2.12599999999999989E9	1.27190937649652769E-2
2.12900000000000000E9	1.27748441888583697E-2
2.13200000000000012E9	1.28307433499944157E-2
2.13500000000000023E9	1.28867919287590738E-2
2.13800000000000034E9	1.29429906172104014E-2
2.14100000000000001E9	1.29993401191651703E-2
2.14400000000000013E9	1.30558411502679328E-2
2.14699999999999980E9	1.31124944380752462E-2
2.14999999999999991E9	1.31693007221330527E-2
2.15300000000000002E9	1.32262607540548083E-2
2.15599999999999969E9	1.32833752975978636E-2
2.15899999999999981E9	1.33406451287443639E-2
2.16199999999999992E9	1.33980710357774035E-2
2.16500000000000004E9	1.34556538193625830E-2
2.16800000000000015E9	1.35133942926213035E-2
2.17100000000000026E9	1.35712932812130882E-2
2.17400000000000038E9	1.36293516234108014E-2
2.17700000000000005E9	1.36875701701822750E-2
2.18000000000000016E9	1.37459497852659962E-2
2.18300000000000027E9	1.38044913452499274E-2
2.18599999999999994E9	1.38631957396518435E-2
2.18900000000000006E9	1.39220638709961397E-2
2.19199999999999973E9	1.39810966548922666E-2
2.19499999999999984E9	1.40402950201154897E-2
2.19799999999999995E9	1.40996599086840146E-2
2.20099999999999962E9	1.41591922759396271E-2
2.20399999999999974E9	1.42188930906241628E-2
2.20699999999999985E9	1.42787633349653142E-2
2.20999999999999996E9	1.43388040047470411E-2
2.21300000000000008E9	1.43990161093969760E-2
2.21600000000000019E9	1.44594006720639379E-2
2.21900000000000031E9	1.45199587296974708E-2
2.22199999999999998E9	1.45806913331286836E-2
2.22500000000000009E9	1.46415995471535076E-2
2.22800000000000020E9	1.47026844506076770E-2
2.23099999999999987E9	1.47639471364592767E-2
2.23399999999999999E9	1.48253887118746541E-2
2.23699999999999966E9	1.48870102983166941E-2
2.23999999999999977E9	1.49488130316160683E-2
2.24299999999999988E9	1.50107980620567294E-2
2.24600000000000000E9	1.50729665544627212E-2
2.24900000000000011E9	1.51353196882771268E-2
2.25199999999999978E9	1.51978586576494923E-2
2.25499999999999989E9	1.52605846715133864E-2
2.25800000000000001E9	1.53234989536844890E-2
2.26100000000000012E9	1.53866027429287122E-2
2.26400000000000023E9	1.54498972930633327E-2
2.26699999999999990E9	1.55133838730322471E-2
2.27000000000000002E9	1.55770637670006651E-2
2.27300000000000013E9	1.56409382744350545E-2
2.27599999999999980E9	1.57050087101978431E-2
2.27899999999999991E9	1.57692764046305278E-2
2.28200000000000003E9	1.58337427036457523E-2
2.28500000000000014E9	1.58984089688152386E-2
2.28800000000000026E9	1.59632765774598662E-2
2.29099999999999993E9	1.60283469227430775E-2
2.29400000000000004E9	1.60936214137578104E-2
2.29699999999999971E9	1.61591014756226081E-2
2.29999999999999982E9	1.62247885495738764E-2
2.30299999999999994E9	1.62906840930571795E-2
2.30600000000000005E9	1.63567895798242890E-2
2.30900000000000016E9	1.64231065000246534E-2
2.31199999999999983E9	1.64896363603070895E-2
2.31499999999999995E9	1.65563806839103100E-2
2.31800000000000006E9	1.66233410107620694E-2
2.32100000000000017E9	1.66905188975811258E-2
2.32400000000000029E9	1.67579159179726322E-2
2.32699999999999996E9	1.68255336625267060E-2
2.33000000000000007E9	1.68933737389249927E-2
2.33300000000000018E9	1.69614377720368337E-2
2.33599999999999985E9	1.70297274040239355E-2
2.33899999999999997E9	1.70982442944473334E-2
2.34199999999999964E9	1.71669901203669495E-2
2.34499999999999975E9	1.72359665764495729E-2
2.34799999999999986E9	1.73051753750754767E-2
2.35099999999999998E9	1.73746182464467713E-2
2.35400000000000009E9	1.74442969386961688E-2
