optIter	freq	Eq_Tx
1199	2.00000000000000000E9	8.54213618253720064E-3
1199	2.00300000000000011E9	8.58204788298617771E-3
1199	2.00599999999999978E9	8.62209597780833903E-3
1199	2.00899999999999990E9	8.66228119528537732E-3
1199	2.01199999999999957E9	8.70260427185345087E-3
1199	2.01499999999999968E9	8.74306595217696980E-3
1199	2.01799999999999979E9	8.78366698919784383E-3
1199	2.02099999999999991E9	8.82440814421180164E-3
1199	2.02400000000000002E9	8.86529018691429371E-3
1199	2.02700000000000014E9	8.90631389547585783E-3
1199	2.03000000000000025E9	8.94748005659731227E-3
1199	2.03300000000000036E9	8.98878946557732661E-3
1199	2.03600000000000003E9	9.03024292637350712E-3
1199	2.03900000000000015E9	9.07184125166855715E-3
1199	2.04199999999999982E9	9.11358526293526516E-3
1199	2.04499999999999993E9	9.15547579049747640E-3
1199	2.04800000000000004E9	9.19751367360312422E-3
1199	2.05099999999999971E9	9.23969976048140751E-3
1199	2.05399999999999983E9	9.28203490841744916E-3
1199	2.05699999999999994E9	9.32451998381451119E-3
1199	2.06000000000000005E9	9.36715586226312169E-3
1199	2.06300000000000017E9	9.40994342861089805E-3
1199	2.06599999999999984E9	9.45288357702477100E-3
1199	2.06899999999999995E9	9.49597721107105031E-3
1199	2.07200000000000006E9	9.53922524377319192E-3
1199	2.07500000000000018E9	9.58262859769136810E-3
1199	2.07800000000000029E9	9.62618820498788352E-3
1199	2.08099999999999996E9	9.66990500750052817E-3
1199	2.08400000000000007E9	9.71377995681624284E-3
1199	2.08699999999999974E9	9.75781401433858875E-3
1199	2.08999999999999986E9	9.80200815136623227E-3
1199	2.09299999999999997E9	9.84636334916383582E-3
1199	2.09600000000000009E9	9.89088059903774308E-3
1199	2.09900000000000020E9	9.93556090241054335E-3
1199	2.10199999999999987E9	9.98040527089431606E-3
1199	2.10499999999999998E9	1.00254147263738802E-2
1199	2.10800000000000010E9	1.00705903010750975E-2
1199	2.11099999999999977E9	1.01159330376484524E-2
1199	2.11399999999999988E9	1.01614439892446984E-2
1199	2.11699999999999999E9	1.02071242195958312E-2
1199	2.12000000000000011E9	1.02529748030932688E-2
1199	2.12300000000000022E9	1.02989968248673591E-2
1199	2.12599999999999989E9	1.03451913808727380E-2
1199	2.12900000000000000E9	1.03915595779645820E-2
1199	2.13200000000000012E9	1.04381025339860734E-2
1199	2.13500000000000023E9	1.04848213778496713E-2
1199	2.13800000000000034E9	1.05317172496193612E-2
1199	2.14100000000000001E9	1.05787913006017709E-2
1199	2.14400000000000013E9	1.06260446934245656E-2
1199	2.14699999999999980E9	1.06734786021275951E-2
1199	2.14999999999999991E9	1.07210942122494823E-2
1199	2.15300000000000002E9	1.07688927209159857E-2
1199	2.15599999999999969E9	1.08168753369272364E-2
1199	2.15899999999999981E9	1.08650432808501507E-2
1199	2.16199999999999992E9	1.09133977851072883E-2
1199	2.16500000000000004E9	1.09619400940715739E-2
1199	2.16800000000000015E9	1.10106714641546954E-2
1199	2.17100000000000026E9	1.10595931639039935E-2
1199	2.17400000000000038E9	1.11087064740944053E-2
1199	2.17700000000000005E9	1.11580126878266106E-2
1199	2.18000000000000016E9	1.12075131106210080E-2
1199	2.18300000000000027E9	1.12572090605155384E-2
1199	2.18599999999999994E9	1.13071018681653745E-2
1199	2.18900000000000006E9	1.13571928769405117E-2
1199	2.19199999999999973E9	1.14074834430261385E-2
1199	2.19499999999999984E9	1.14579749355252103E-2
1199	2.19799999999999995E9	1.15086687365594953E-2
1199	2.20099999999999962E9	1.15595662413740174E-2
1199	2.20399999999999974E9	1.16106688584393503E-2
1199	2.20699999999999985E9	1.16619780095622172E-2
1199	2.20999999999999996E9	1.17134951299846701E-2
1199	2.21300000000000008E9	1.17652216684979205E-2
1199	2.21600000000000019E9	1.18171590875491339E-2
1199	2.21900000000000031E9	1.18693088633507804E-2
1199	2.22199999999999998E9	1.19216724859921319E-2
1199	2.22500000000000009E9	1.19742514595534466E-2
1199	2.22800000000000020E9	1.20270473022146263E-2
1199	2.23099999999999987E9	1.20800615463789263E-2
1199	2.23399999999999999E9	1.21332957387761886E-2
1199	2.23699999999999966E9	1.21867514405930555E-2
1199	2.23999999999999977E9	1.22404302275826682E-2
1199	2.24299999999999988E9	1.22943336901863298E-2
1199	2.24600000000000000E9	1.23484634336576748E-2
1199	2.24900000000000011E9	1.24028210781813719E-2
1199	2.25199999999999978E9	1.24574082589993895E-2
1199	2.25499999999999989E9	1.25122266265307558E-2
1199	2.25800000000000001E9	1.25672778465086288E-2
1199	2.26100000000000012E9	1.26225636000939612E-2
1199	2.26400000000000023E9	1.26780855840174311E-2
