freq	Eq_Tx
4.00000000000000000E9	5.57002378006035137E-4
4.01503759398496296E9	5.62711756534243346E-4
4.03007518796992503E9	5.68684789591452411E-4
4.04511278195488622E9	5.74926325770201885E-4
4.06015037593985006E9	5.81441584673775758E-4
4.07518796992481214E9	5.88236163125284062E-4
4.09022556390977599E9	5.95316042364144060E-4
4.10526315789473806E9	6.02687596234960310E-4
4.12030075187969924E9	6.10357600376336240E-4
4.13533834586466220E9	6.18333242422101925E-4
4.15037593984962516E9	6.26622133232432965E-4
4.16541353383458635E9	6.35232319175485216E-4
4.18045112781955019E9	6.44172295485080504E-4
4.19548872180451315E9	6.53451020723902865E-4
4.21052631578947434E9	6.63077932386604196E-4
4.22556390977443730E9	6.73062963680704929E-4
4.24060150375940026E9	6.83416561528470279E-4
4.25563909774436233E9	6.94149705837336395E-4
4.27067669172932352E9	7.05273930091126111E-4
4.28571428571428648E9	7.16801343319495832E-4
4.30075187969925032E9	7.28744653507915618E-4
4.31578947368421151E9	7.41117192516793200E-4
4.33082706766917358E9	7.53932942582678400E-4
4.34586466165413743E9	7.67206564481967135E-4
4.36090225563909861E9	7.80953427442624282E-4
4.37593984962406246E9	7.95189640896817895E-4
4.39097744360902453E9	8.09932088175230191E-4
4.40601503759398661E9	8.25198462248514986E-4
4.42105263157894957E9	8.41007303633897152E-4
4.43609022556391164E9	8.57378040588652013E-4
4.45112781954887282E9	8.74331031725303021E-4
4.46616541353383667E9	8.91887611190327156E-4
4.48120300751879874E9	9.10070136560506349E-4
4.49624060150376170E9	9.28902039621069875E-4
4.51127819548872289E9	9.48407880201951414E-4
4.52631578947368673E9	9.68613403261914918E-4
4.54135338345864881E9	9.89545599423356492E-4
4.55639097744361088E9	1.01123276917551586E-3
4.57142857142857473E9	1.03370459098022427E-3
4.58646616541353591E9	1.05699219353090035E-3
4.60150375939849887E9	1.08112823243392531E-3
4.61654135338346094E9	1.10614697160210795E-3
4.63157894736842302E9	1.13208436966985992E-3
4.64661654135338598E9	1.15897817176438545E-3
4.66165413533834894E9	1.18686800699124917E-3
4.67669172932331101E9	1.21579549201920889E-3
4.69172932330827308E9	1.24580434117907557E-3
