freq	Eq_Tx
4.00000000000000000E9	1.98724827614615229E-4
4.01503759398496296E9	2.02579923244703819E-4
4.03007518796992503E9	2.06569902773288661E-4
4.04511278195488622E9	2.10699734232789160E-4
4.06015037593985006E9	2.14974622830711315E-4
4.07518796992481214E9	2.19400022865820654E-4
4.09022556390977599E9	2.23981650361551443E-4
4.10526315789473806E9	2.28725496462187428E-4
4.12030075187969924E9	2.33637841639978383E-4
4.13533834586466220E9	2.38725270765073327E-4
4.15037593984962516E9	2.43994689094247486E-4
4.16541353383458635E9	2.49453339238070937E-4
4.18045112781955019E9	2.55108819170824308E-4
4.19548872180451315E9	2.60969101352068655E-4
4.21052631578947434E9	2.67042553034172769E-4
4.22556390977443730E9	2.73337957835243639E-4
4.24060150375940026E9	2.79864538663192386E-4
4.25563909774436233E9	2.86631982083034931E-4
4.27067669172932352E9	2.93650464226444008E-4
4.28571428571428648E9	3.00930678350198377E-4
4.30075187969925032E9	3.08483864158197685E-4
4.31578947368421151E9	3.16321839010961670E-4
4.33082706766917358E9	3.24457031155463538E-4
4.34586466165413743E9	3.32902515119231923E-4
4.36090225563909861E9	3.41672049423337043E-4
4.37593984962406246E9	3.50780116781412588E-4
4.39097744360902453E9	3.60241966965465465E-4
4.40601503759398661E9	3.70073662532390024E-4
4.42105263157894957E9	3.80292127622743603E-4
4.43609022556391164E9	3.90915200058260259E-4
4.45112781954887282E9	4.01961686984858879E-4
4.46616541353383667E9	4.13451424326839767E-4
4.48120300751879874E9	4.25405340340807125E-4
4.49624060150376170E9	4.37845523581243690E-4
4.51127819548872289E9	4.50795295615939029E-4
4.52631578947368673E9	4.64279288858144756E-4
4.54135338345864881E9	4.78323529913224377E-4
4.55639097744361088E9	4.92955528871448934E-4
4.57142857142857473E9	5.08204375016083088E-4
4.58646616541353591E9	5.24100839456166590E-4
4.60150375939849887E9	5.40677485237899713E-4
4.61654135338346094E9	5.57968785537470602E-4
4.63157894736842302E9	5.76011250590832624E-4
4.64661654135338598E9	5.94843564075087983E-4
4.66165413533834894E9	6.14506729719892153E-4
4.67669172932331101E9	6.35044228997441706E-4
4.69172932330827308E9	6.56502190817357345E-4
4.70676691729323515E9	6.78929574237382383E-4
4.72180451127819900E9	7.02378365294340767E-4
4.73684210526316107E9	7.26903789162654590E-4
4.75187969924812315E9	7.52564538961024798E-4
4.76691729323308522E9	7.79423022652460951E-4
4.78195488721804729E9	8.07545629621053429E-4
4.79699248120301025E9	8.37003018659781972E-4
4.81203007518797321E9	8.67870429273174793E-4
4.82706766917293528E9	9.00228018382101070E-4
4.84210526315789913E9	9.34161224724841688E-4
4.85714285714286031E9	9.69761163474637655E-4
4.87218045112782239E9	1.00712505384644890E-3
4.88721804511278446E9	1.04635668274333926E-3
4.90225563909774742E9	1.08756690780378862E-3
4.91729323308270949E9	1.13087420355385349E-3
4.93233082706767245E9	1.17640525475050972E-3
4.94736842105263541E9	1.22429560142729366E-3
4.96240601503759837E9	1.27469034062508091E-3
4.97744360902255956E9	1.32774489031969201E-3
4.99248120300752252E9	1.38362582164242798E-3
5.00751879699248548E9	1.44251176614712207E-3
5.02255639097744844E9	1.50459440560808644E-3
5.03759398496241051E9	1.57007955265085908E-3
5.05263157894737169E9	1.63918833143437181E-3
5.06766917293233465E9	1.71215846862597254E-3
5.08270676691729761E9	1.78924570606067035E-3
5.09774436090225969E9	1.87072534776425314E-3
5.11278195488722176E9	1.95689395546554290E-3
5.12781954887218472E9	2.04807120835095446E-3
5.14285714285714679E9	2.14460194464036213E-3
5.15789473684210797E9	2.24685840462690534E-3
5.17293233082707271E9	2.35524269713939516E-3
5.18796992481203478E9	2.47018951400830655E-3
5.20300751879699597E9	2.59216912007039468E-3
5.21804511278195982E9	2.72169064958884155E-3
5.23308270676692100E9	2.85930574374720425E-3
5.24812030075188574E9	3.00561256815453426E-3
5.26315789473684781E9	3.16126025415450673E-3
5.27819548872181077E9	3.32695381323377903E-3
5.29323308270677195E9	3.50345958008158842E-3
5.30827067669173402E9	3.69161124695905407E-3
5.32330827067669698E9	3.89231656012505045E-3
5.33834586466165906E9	4.10656475828119572E-3
5.35338345864662202E9	4.33543484349693209E-3
5.36842105263158498E9	4.58010478706267676E-3
5.38345864661654794E9	4.84186178640251530E-3
5.39849624060150823E9	5.12211370482333983E-3
5.41353383458647208E9	5.42240184376882439E-3
5.42857142857143327E9	5.74441521773796637E-3
5.44360902255639623E9	6.09000652549445487E-3
5.45864661654136007E9	6.46121003810655736E-3
5.47368421052632215E9	6.86026165522283193E-3
5.48872180451128422E9	7.28962141641691463E-3
5.50375939849624629E9	7.75199879511804824E-3
5.51879699248120925E9	8.25038114936228517E-3
5.53383458646617132E9	8.78806575727813311E-3
5.54887218045113428E9	9.36869592687065023E-3
5.56390977443609636E9	9.99630174049009668E-3
5.57894736842105932E9	1.06753460756583296E-2
5.59398496240602050E9	1.14107766371909869E-2
5.60902255639098435E9	1.22080848424213850E-2
5.62406015037594642E9	1.30733725236137177E-2
5.63909774436090849E9	1.40134275513010564E-2
5.65413533834587057E9	1.50358096413080156E-2
5.66917293233083353E9	1.61489477887310628E-2
5.68421052631579560E9	1.73622509760845167E-2
5.69924812030075856E9	1.86862340319275999E-2
5.71428571428572063E9	2.01326607716876227E-2
5.72932330827068359E9	2.17147068343317429E-2
5.74436090225564566E9	2.34471449356013339E-2
5.75939849624060862E9	2.53465555869914017E-2
5.77443609022556981E9	2.74315666720078122E-2
5.78947368421053188E9	2.97231256147238376E-2
5.80451127819549484E9	3.22448081995482116E-2
5.81954887218045780E9	3.50231683736218624E-2
5.83458646616542165E9	3.80881335367401208E-2
5.84962406015038372E9	4.14734498284598985E-2
5.86466165413534490E9	4.52171816579921071E-2
5.87969924812030786E9	4.93622690479055848E-2
